TaskID,Task_Description,Keywords,Due_Days,Priority_Score
901,Join a Zumba class,"Zumba, Dance, Exercises",2,6
902,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
903,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
904,Write in a journal,"Journaling, Writing, Personal",4,3
905,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
906,Call a family member,"Family, Personal, Communication",3,2
907,Organize digital photo albums,"Photos, Organizing, Personal",5,4
908,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
909,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
910,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
911,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
912,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
913,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
914,Draft an email to the client,"Email, Client, Work",1,5
915,Prepare a weekly progress report,"Progress Report, Work",2,7
916,Attend the project status meeting,"Meeting, Project, Work",3,6
917,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
918,Update the task management system,"Task Management, Updates, Work",4,5
919,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
920,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
921,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
922,Pay utility bills,"Bills, Utilities, Household",1,3
923,Water the plants,"Gardening, Plants, Household",4,2
924,Book a routine health checkup,"Health, Checkup, Appointment",1,4
925,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
926,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
927,Consult a dietitian,"Dietitian, Health, Advice",1,4
928,Track daily water intake,"Hydration, Health, Tracking",4,2
929,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
930,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
931,Join a Zumba class,"Zumba, Dance, Exercises",2,6
932,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
933,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
934,Write in a journal,"Journaling, Writing, Personal",4,3
935,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
936,Call a family member,"Family, Personal, Communication",3,2
937,Organize digital photo albums,"Photos, Organizing, Personal",5,4
938,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
939,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
940,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
941,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
942,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
943,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
944,Draft an email to the client,"Email, Client, Work",1,5
945,Prepare a weekly progress report,"Progress Report, Work",2,7
946,Attend the project status meeting,"Meeting, Project, Work",3,6
947,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
948,Update the task management system,"Task Management, Updates, Work",4,5
949,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
950,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
951,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
952,Pay utility bills,"Bills, Utilities, Household",1,3
953,Water the plants,"Gardening, Plants, Household",4,2
954,Book a routine health checkup,"Health, Checkup, Appointment",1,4
955,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
956,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
957,Consult a dietitian,"Dietitian, Health, Advice",1,4
958,Track daily water intake,"Hydration, Health, Tracking",4,2
959,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
960,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
961,Join a Zumba class,"Zumba, Dance, Exercises",2,6
962,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
963,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
964,Write in a journal,"Journaling, Writing, Personal",4,3
965,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
966,Call a family member,"Family, Personal, Communication",3,2
967,Organize digital photo albums,"Photos, Organizing, Personal",5,4
968,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
969,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
970,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
971,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
972,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
973,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
974,Draft an email to the client,"Email, Client, Work",1,5
975,Prepare a weekly progress report,"Progress Report, Work",2,7
976,Attend the project status meeting,"Meeting, Project, Work",3,6
977,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
978,Update the task management system,"Task Management, Updates, Work",4,5
979,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
980,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
981,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
982,Pay utility bills,"Bills, Utilities, Household",1,3
983,Water the plants,"Gardening, Plants, Household",4,2
984,Book a routine health checkup,"Health, Checkup, Appointment",1,4
985,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
986,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
987,Consult a dietitian,"Dietitian, Health, Advice",1,4
988,Track daily water intake,"Hydration, Health, Tracking",4,2
989,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
990,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
991,Join a Zumba class,"Zumba, Dance, Exercises",2,6
992,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
993,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
994,Write in a journal,"Journaling, Writing, Personal",4,3
995,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
996,Call a family member,"Family, Personal, Communication",3,2
997,Organize digital photo albums,"Photos, Organizing, Personal",5,4
998,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
999,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1000,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1001,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1002,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1003,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1004,Draft an email to the client,"Email, Client, Work",1,5
1005,Prepare a weekly progress report,"Progress Report, Work",2,7
1006,Attend the project status meeting,"Meeting, Project, Work",3,6
1007,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1008,Update the task management system,"Task Management, Updates, Work",4,5
1009,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
1010,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1011,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1012,Pay utility bills,"Bills, Utilities, Household",1,3
1013,Water the plants,"Gardening, Plants, Household",4,2
1014,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1015,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1016,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1017,Consult a dietitian,"Dietitian, Health, Advice",1,4
1018,Track daily water intake,"Hydration, Health, Tracking",4,2
1019,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1020,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1021,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1022,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1023,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1024,Write in a journal,"Journaling, Writing, Personal",4,3
1025,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1026,Call a family member,"Family, Personal, Communication",3,2
1027,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1028,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
1029,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1030,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1031,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1032,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1033,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1034,Draft an email to the client,"Email, Client, Work",1,5
1035,Prepare a weekly progress report,"Progress Report, Work",2,7
1036,Attend the project status meeting,"Meeting, Project, Work",3,6
1037,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1038,Update the task management system,"Task Management, Updates, Work",4,5
1039,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
1040,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1041,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1042,Pay utility bills,"Bills, Utilities, Household",1,3
1043,Water the plants,"Gardening, Plants, Household",4,2
1044,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1045,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1046,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1047,Consult a dietitian,"Dietitian, Health, Advice",1,4
1048,Track daily water intake,"Hydration, Health, Tracking",4,2
1049,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1050,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1051,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1052,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1053,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1054,Write in a journal,"Journaling, Writing, Personal",4,3
1055,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1056,Call a family member,"Family, Personal, Communication",3,2
1057,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1058,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
1059,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1060,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1061,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1062,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1063,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1064,Draft an email to the client,"Email, Client, Work",1,5
1065,Prepare a weekly progress report,"Progress Report, Work",2,7
1066,Attend the project status meeting,"Meeting, Project, Work",3,6
1067,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1068,Update the task management system,"Task Management, Updates, Work",4,5
1069,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
1070,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1071,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1072,Pay utility bills,"Bills, Utilities, Household",1,3
1073,Water the plants,"Gardening, Plants, Household",4,2
1074,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1075,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1076,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1077,Consult a dietitian,"Dietitian, Health, Advice",1,4
1078,Track daily water intake,"Hydration, Health, Tracking",4,2
1079,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1080,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1081,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1082,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1083,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1084,Write in a journal,"Journaling, Writing, Personal",4,3
1085,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1086,Call a family member,"Family, Personal, Communication",3,2
1087,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1088,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
1089,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1090,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1091,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1092,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1093,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1094,Draft an email to the client,"Email, Client, Work",1,5
1095,Prepare a weekly progress report,"Progress Report, Work",2,7
1096,Attend the project status meeting,"Meeting, Project, Work",3,6
1097,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1098,Update the task management system,"Task Management, Updates, Work",4,5
1099,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
1100,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1101,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1102,Pay utility bills,"Bills, Utilities, Household",1,3
1103,Water the plants,"Gardening, Plants, Household",4,2
1104,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1105,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1106,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1107,Consult a dietitian,"Dietitian, Health, Advice",1,4
1108,Track daily water intake,"Hydration, Health, Tracking",4,2
1109,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1110,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1111,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1112,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1113,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1114,Write in a journal,"Journaling, Writing, Personal",4,3
1115,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1116,Call a family member,"Family, Personal, Communication",3,2
1117,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1118,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
1119,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1120,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1121,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1122,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1123,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1124,Draft an email to the client,"Email, Client, Work",1,5
1125,Prepare a weekly progress report,"Progress Report, Work",2,7
1126,Attend the project status meeting,"Meeting, Project, Work",3,6
1127,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1128,Update the task management system,"Task Management, Updates, Work",4,5
1129,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
1130,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1131,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1132,Pay utility bills,"Bills, Utilities, Household",1,3
1133,Water the plants,"Gardening, Plants, Household",4,2
1134,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1135,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1136,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1137,Consult a dietitian,"Dietitian, Health, Advice",1,4
1138,Track daily water intake,"Hydration, Health, Tracking",4,2
1139,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1140,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1141,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1142,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1143,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1144,Write in a journal,"Journaling, Writing, Personal",4,3
1145,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1146,Call a family member,"Family, Personal, Communication",3,2
1147,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1148,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
1149,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1150,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1151,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1152,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1153,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1154,Draft an email to the client,"Email, Client, Work",1,5
1155,Prepare a weekly progress report,"Progress Report, Work",2,7
1156,Attend the project status meeting,"Meeting, Project, Work",3,6
1157,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1158,Update the task management system,"Task Management, Updates, Work",4,5
1159,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
1160,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1161,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1162,Pay utility bills,"Bills, Utilities, Household",1,3
1163,Water the plants,"Gardening, Plants, Household",4,2
1164,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1165,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1166,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1167,Consult a dietitian,"Dietitian, Health, Advice",1,4
1168,Track daily water intake,"Hydration, Health, Tracking",4,2
1169,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1170,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1171,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1172,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1173,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1174,Write in a journal,"Journaling, Writing, Personal",4,3
1175,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1176,Call a family member,"Family, Personal, Communication",3,2
1177,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1178,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
1179,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1180,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1181,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1182,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1183,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1184,Draft an email to the client,"Email, Client, Work",1,5
1185,Prepare a weekly progress report,"Progress Report, Work",2,7
1186,Attend the project status meeting,"Meeting, Project, Work",3,6
1187,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1188,Update the task management system,"Task Management, Updates, Work",4,5
1189,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
1190,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1191,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1192,Pay utility bills,"Bills, Utilities, Household",1,3
1193,Water the plants,"Gardening, Plants, Household",4,2
1194,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1195,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1196,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1197,Consult a dietitian,"Dietitian, Health, Advice",1,4
1198,Track daily water intake,"Hydration, Health, Tracking",4,2
1199,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1200,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1201,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1202,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1203,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1204,Write in a journal,"Journaling, Writing, Personal",4,3
1205,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1206,Call a family member,"Family, Personal, Communication",3,2
1207,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1208,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
1209,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1210,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1211,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1212,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1213,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1214,Draft an email to the client,"Email, Client, Work",1,5
1215,Prepare a weekly progress report,"Progress Report, Work",2,7
1216,Attend the project status meeting,"Meeting, Project, Work",3,6
1217,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1218,Update the task management system,"Task Management, Updates, Work",4,5
1219,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
1220,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1221,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1222,Pay utility bills,"Bills, Utilities, Household",1,3
1223,Water the plants,"Gardening, Plants, Household",4,2
1224,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1225,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1226,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1227,Consult a dietitian,"Dietitian, Health, Advice",1,4
1228,Track daily water intake,"Hydration, Health, Tracking",4,2
1229,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1230,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1231,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1232,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1233,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1234,Write in a journal,"Journaling, Writing, Personal",4,3
1235,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1236,Call a family member,"Family, Personal, Communication",3,2
1237,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1238,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
1239,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1240,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1241,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1242,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1243,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1244,Draft an email to the client,"Email, Client, Work",1,5
1245,Prepare a weekly progress report,"Progress Report, Work",2,7
1246,Attend the project status meeting,"Meeting, Project, Work",3,6
1247,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1248,Update the task management system,"Task Management, Updates, Work",4,5
1249,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
1250,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1251,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1252,Pay utility bills,"Bills, Utilities, Household",1,3
1253,Water the plants,"Gardening, Plants, Household",4,2
1254,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1255,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1256,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1257,Consult a dietitian,"Dietitian, Health, Advice",1,4
1258,Track daily water intake,"Hydration, Health, Tracking",4,2
1259,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1260,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1261,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1262,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1263,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1264,Write in a journal,"Journaling, Writing, Personal",4,3
1265,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1266,Call a family member,"Family, Personal, Communication",3,2
1267,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1268,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
1269,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1270,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1271,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1272,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1273,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1274,Draft an email to the client,"Email, Client, Work",1,5
1275,Prepare a weekly progress report,"Progress Report, Work",2,7
1276,Attend the project status meeting,"Meeting, Project, Work",3,6
1277,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1278,Update the task management system,"Task Management, Updates, Work",4,5
1279,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
1280,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1281,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1282,Pay utility bills,"Bills, Utilities, Household",1,3
1283,Water the plants,"Gardening, Plants, Household",4,2
1284,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1285,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1286,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1287,Consult a dietitian,"Dietitian, Health, Advice",1,4
1288,Track daily water intake,"Hydration, Health, Tracking",4,2
1289,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1290,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1291,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1292,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1293,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1294,Write in a journal,"Journaling, Writing, Personal",4,3
1295,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1296,Call a family member,"Family, Personal, Communication",3,2
1297,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1298,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
1299,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1300,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1301,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1302,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1303,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1304,Draft an email to the client,"Email, Client, Work",1,5
1305,Prepare a weekly progress report,"Progress Report, Work",2,7
1306,Attend the project status meeting,"Meeting, Project, Work",3,6
1307,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1308,Update the task management system,"Task Management, Updates, Work",4,5
1309,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
1310,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1311,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1312,Pay utility bills,"Bills, Utilities, Household",1,3
1313,Water the plants,"Gardening, Plants, Household",4,2
1314,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1315,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1316,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1317,Consult a dietitian,"Dietitian, Health, Advice",1,4
1318,Track daily water intake,"Hydration, Health, Tracking",4,2
1319,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1320,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1321,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1322,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1323,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1324,Write in a journal,"Journaling, Writing, Personal",4,3
1325,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1326,Call a family member,"Family, Personal, Communication",3,2
1327,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1328,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
1329,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1330,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1331,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1332,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1333,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1334,Draft an email to the client,"Email, Client, Work",1,5
1335,Prepare a weekly progress report,"Progress Report, Work",2,7
1336,Attend the project status meeting,"Meeting, Project, Work",3,6
1337,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1338,Update the task management system,"Task Management, Updates, Work",4,5
1339,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
